,text,name,label
608, in part two of my reflation series on the oil and gas industry i'm not gonna lie doing this research makes me feel a bit sick to my stomach but i am here for it and i'm going to do with anyway i think it's really important for this information to get out there and to be known information in this video was taken from the twenty twenty one annual report for enbridge annual reports on i always start out with a letter to shareholders this report is for them and it is where they brag about all their accomplishments as you can see in this graph the earnings and dividend payments have been on a steady increase for the last ten years some other noteworthy stats from this letter to shareholders is that enbridge has increased their dividends for the twa any sixth consecutive year and i gotta read this quote are disciplined investment of capital while protecting our sector leading financial strength has enabled us to grow the dividend on average by thirteen percent year over year the last ten years supporting robust shareholder returns in two thousand twenty one enbridge generated shareholder returns of thirty percent don't worry they do good to think a four million dollars to the united way that represents point zero zero eight five percent of their annual revenue but it was noteworthy enough for them to brag about it like i don't get that pause to take a look at these stats that they're touting and they want to let you know that they're diverse they're very very diverse all these numbers represent less than fifty percent so there's no power in these numbers even i've said this before that you can hire all the women and marginalized groups you want but if you're not letting them make the decisions it's all for show pause to treat this this is just pig oil and gas company talking about the effects of climate change i know a lot of people are deniers of climate change and they're big fans of this industry right in their annual report here they are talking about it so there's no debate about whether climate change is a real thing pause to read this if you want to hear their take on cyber security risks i thought i was kind of interesting here's a snapshot of all of their business segments so they have a lotta lotta stuff going on and onto the financials they have forty seven point one billion dollars in revenue after they've incurred all their costs their operating income is seven point eight billion their tax expense for twenty twenty one was one point four a billion and that but yet the dividends paid were six point eight billion to me seems off i feel like they should not be able to pay more to their shareholders than they pay in taxes to me that's just common sense but i know that's very anticapitalist of me i don't think you should be able to be auditor for seventy three years but that's just me join my mailing list and,1_farmerbeane_1668252112_7165088222630956290,1
609, global warming efforts it is estimated will kill in the next few years between twenty and fifty million people,1_fearofthelord_1658707468_7124094291999329578,1
610, if global warming ranks with the idea of extraterrestrials and for which there is not one shred of evidence the fact that the scientific community doesn't rise up and protest the false science of global warming means they have been politicized and post modernized and there's a crack in the scientific door and pernicious garbage is squeezing through,1_fearofthelord_1658708089_7124096984323181870,1
611, it's coming and we can't avoid it but we can fix it till the day is just a bit my conspiracy realists to the rapper to tell you why i think it's going to go ahead well i know it's gonna go ahead though don't care whether you believe me you don't believe may or wherever wherever you think although i don't really care but you obviously have the mainstream media has not been putting out what's going on in holland with all these farmers and that cultural stuff and all that about the protests what they're trying to do to him trying to sign get him what's going to go in on his can assign the thirty percent reduction in monier and nitrogen as i am yeah all in the guise of the climate change which im will basically seeps price to me so won't be me again nobody and this dog all confirmed the gender for now virat actually gone ahead and done this now in the netherlands and two it's the netherlands first farmers to not because of evelyn's of the biggest dem export of food in the in the all of europe that that is the netherlands to explore all our food so they're going to get onto it encourages apparently to get onto it to the farm and am that none of us will be able to grow our own food going to make sure that thing that store you got bill gates just open the biggest book farm ever and biggest one in the in the world was he wanted he and crickets in that am the put the wef and all that thou be dining on these and a hundred pound steaks at about outback labs to diagnose them are watching the presidency in the crickets in the longest yeah the box is good apparition one percent happening all in the guise of climate change and this is going to be that's when the people will wake them because of which there isn't affects every man every woman every child can affect us all and thing we all go through in the world is eat so obviously that's when i've always said that is what will kickoff is when they start starving us out which is definitely one to present gonna happen mary koga onto it then then the uk in a boat that will all stand together and that's when we'll all come together and that's when they'll shit themselves the globalist cause they'll know you'll have to go out on the mainstream media they won't be able to hide it any longer because obama said well just be worldwide and put that settlers coming down there's going to be more vaccinations become so that the and can cover all the all the deaths it's happening cause then there are deaths going on and being sued for that so we will be doing all to fly to just cover the backs what we've done tools basically,1_freedomalltheway66_1659492221_7127464794612829445,1
612, don't tell me no more you love out into the don't cry when i got the cant remember where the,1_freedomalltheway66_1659882736_7129142054638177542,1
613, the this was the case why did president obama buy a house on the water,1_frombrooklyntofarming_1609114881_6911095723480108293,1
614, yeah yep yep,1_gabrielendofdays_1660497837_7131783890544364806,1
615, i,1_gabrielendofdays_1660498006_7131784617178221830,1
616, wait okay everybody i'm going to try and put a stop to the climate change hopes right here this is it what do all the big name professional lawyers do in court cases they follow the money you follow the money you find whoever did the crime right well there's another way to look at the whole follow the money dogma alright if climate change was real and we're in imminent danger from the earth flooding they wouldn't be putting bill in it's not millions billions of dollars into coastal projects yet they are close the projects are are are in the middle of a boom period right now miami and london you know all these cities johannesburg all these cities that they say are going to be underwater in twenty years all have construction projects starting to take more than twenty years to finish she follow the money climate change is a hoax to keep you terrified and to keep you home the telling you your carbon footprints too big because they don't want you to travel they don't want you to go out and they don't want you to talk to other people because we talked to other people you hear different points of view and then you'll learn the truth,1_garysworldpodcast_1662393767_7139926842986777861,1
619, video someone at cnn is going oh yeah as soon as we're done with kobe we're going to climate change real hard scary body with climate i thought once i got out they were going to pull the plug on the climate change push ago now they can't do it look at these guys they they busted him but they didn't give a shit they they move forward we're going to start focusing mainly on climate climate like global warming and speedier focused on our next thing is going to be for climate change awareness just like a of fear,1_grandawakening333_1673822363_7189012288756665606,1
620, how would you like to have that boat dock we have had so much rain in the last month here in wisconsin why are they purposely draining this lake,1_hansen.seth0_1630175920_7001552258701856006,1
622, hmm nah nah,1_haroldhartsock2_1673987582_7189721856746933550,1
625, believed i need a minute the a minute let me know what i know,1_harsh4948_1572159606_6752374072228744450,1
627, we should stop calling the planet earth and start calling your unborn baby maybe then the republicans would want to say that,1_heddalettuceofficial_1657994102_7121030431192943878,1
628, the climate change and in case it isn't clear the moon isn't to blame for this as much as i love her videos i have to call bs on this there is no irrefutable science that proves that climate change occurring now is man made our climate is dynamic it changes quite often as a matter of fact our modern civilization has arose during a very mild period in our dynamic climate manmade climate change is a hoax,1_henchman_on_a_harley_1626498876_6985759441471753478,1
630, he didn't back away or can he be there done that by the way,1_hitendrasinghrajput_1571560929_6749802781932145921,1
631, the lucky lucky,1_hollinessuman_1579799612_6785187638811888898,1
632, really play oi yeah,1_hollinessuman_1579799964_6785189150753688834,1
634, the cheaper than all the rest by the the,1_hushcasttv2_1664918340_7150769763436842286,1
637, the,1_illuminati_church__1647231547_7074805603582971141,1
641, the climate crisis is a crisis born of injustice and it is a crisis born of the pursuit of profit at any and all human and ecological costs which means that we must recognize in legislation that the trampling of indigenous rights is a cause of climate change but the trampling of racial justice is a cause of climate change,1_im_mikechappell_1619135470_6954133873525656837,1
642, no no no no,1_inchoohisdai2.0_1662560276_7140641990235966725,1
643, saving the planet one plastic jug and cardboard box at a time,1_ingersolldairyfarm_1643482339_7058702895516126510,1
644, nasa scientist was arrested for locking himself to a chase bank charter award you guys for druggies know i've enjoyed the the peter countless works exclusively on climate science with a team at nasa he joined a coalition of more than one thousand scientists called the scientists rebellion who organized dozens of actions worldwide i've been trying other ways to get through to the public for for sixteen years and none of that works i think it's worth the risk to our careers to try to wake up the public to what's happening on our planet we're not lying we're not exaggerating this is so bad that we're willing to take this risk i was very kind of emotional and i was thinking about my sons and about the future of life on earth scientists rebellion targeted chase bank in some of its protests because it's invested more money into fossil fuels than any other bank,1_insideouta_z_1659544081_7127687538805837099,1
646, the hi i'm michelle sterling for friends of science society on the same day that sixteen year old greta thunberg delivered her impassioned speech to the un on her claim that there's a climate emergency a group of five hundred qualified scientists and commentators sent the un secretary general this registered letter making it clear that there is no climate emergency for some reason despite most major news outlets claiming that they are covering climate now this has not surfaced as news that's curious this isn't it i know that our organization sent the press release to at least five hundred media contacts so maybe it will just reach more people if i just read the message to you your excellencies there is no climate emergency a global network of more than five hundred knowledgeable and experience scientists and professionals in climate and related fields have the honor to address your excellencies in the attached european climate declaration for which the signatories to this letter are the national ambassadors the general circulation models of climate on which international policy is at play present founded are unfit for their purpose therefore it is cruel as well as imprudent to advocate the squandering of trillions on the basis of results from such immature models current climate policies pointlessly grievously undermine find the economic system putting the lives at risk in countries denied access to affordable continuous electrical power we urge you to follow a climate policy based on sound science realistic economics and genuine concern for those harmed by costly but unnecessary attempts at mitigation we ask you to place the declaration on the agenda of your imminent new york session we also invite you you to organize with us a constructive high level meeting between world class scientists on both sides of the climate debate early in twenty twenty the meeting will give effect to the sound and ancient principle no less of sound science than of natural justice that both sides should be fully in fairly heard audio tour at altera pars please let us know your thoughts about such a joint meeting yours sincerely ambassadors of the european climate declaration so here are the main points that they made there's no climate emergency climate science should be less political natural as well as anthropogenic factors cause warming warming is far slower than predicted climate policy relies on inadequate c o two carbon dioxide is plant food the basis of all life on earth global warming has not increased natural disasters climate policy must respect sir scientific and economic realities there is no climate emergency there's no cause for panic and alarm we strongly oppose the harmful and unrealistic net zero c o two policy proposed for twenty fifty if better approaches emerge we will have ample time to reflect and adapt the aim of international policy should be to provide reliable and affordable energy at all times and throughout the world so that is the end of the message sent to the un by five hundred experts scientists and qualified commentators i sincerely hope this statement will offer young people some peace and comfort while i respect the desire of so many young people and children to stand up for something i see that some people are are literally frightened into paralyzing anxiety that's not how children should live their lives and as you just saw it doesn't reflect the scientific facts i hope all of you will research the topic of climate change and and see how vast and interesting it is and and not just listen to activists like greta i respect gratitude she's clearly acting out of deep passion and fear but as these five hundred scientists point out there's nothing to fear there's no climate emergency everyone can go back to school and study science math and the stars we live in a world of wonder let's be great grateful for our many blessings and all the good we've inherited from generations past we stand on the shoulders of giants let us respect our elders and honor all they have provided us with for friends of science society i'm michelle sterling the,1_irish1916irish_1674485248_7191859359981374725,1
647, i mean no one no one knows this do you know where the fluoride do you know where it comes from from the it's from the phosphate fertilizer companies it's hydrofluoric solicit byproducts that's the nice way to put it that's a waste product it's a waste product that they're not allowed to dispose of when they weren't disposing of it everything around the plants was die so they had to start figuring out what to do with their waste so they said oh perfect we're going to bottle it we're going to show that fluoride is great for your teeth so we're going to bottle this acidic now nasty form of it and we're going to sell it back to the counties so just like everything else our tax dollars are paying to poison us and it's just insane it's the biggest level the typical the biggest water,1_irish1916irish_1674824329_7193315694958660869,1
648, thanks to one of minister ryan's brainwaves the last time he was in government for the past twelve years without knowing that the ordinary families and households have been subsidizing the electricity bills of some of the largest companies in the world the large energy user since so ventured to charges of big businesses and added them to the bills of domestic users it is scandalous scheme that sums up i think the minister's approach these issues but no freedom of information documents secured by senator lynn boylan show that even the amount approved was actually surpassed and more was actually passed on to ally you customers so my questions artists will the men mr instruct know the cr you to immediately evaluate how much additional costs were actually bargained on domestic customers under this scheme and more importantly will he make sure that it is repaired too hard pressed farming construction began last april was to reverse tough approach to crew that has husband john comeback control cosmic turn off our recall writer button or extra economy was really a real risk or price for a trustee for industrial providers was historically much higher than other european countries and there's a real risk of major job losses of time or our economy was real difficulty i believe was appropriate at the time but it wasn't common cause,1_irish1916irish_1674826060_7193323129467374854,1
650, how'd you all you hippie climate change activists used to be global warming until we stopped warming anyway how do you guys not see that the movement you guys are fighting for was created by elites so that us worthless peasants won't travel won't eat beef and won't do the things that they want to do how do you guys not see it they just want to keep the poor peasants away from travel beef in all the creature comforts of life that they enjoy the leads created your agenda and the elites genuinely believe that if we stop,1_itsthatlineguysky_1668113496_7164492863370399022,1
652, the,1_jaganathasahoo7_1571022391_6747489765265853697,1
658, worst of all the planets not warming in many places at the rate that there was a consensus that there is not enough the ninety seven percent consensus which you hear all the time applies to all science you know thirty years ago ninety seven percent of all biological sciences believe babies should sleep on their stomach five years later ninety seven believe,1_jamessavoulidis_1673414127_7187258912322620673,1
659, what do you make of global warming but i think it's a classic example of the need for crusades now people are many people shocked by these emails that matter all shocked by them i read i read the original un study years ago and i was just curious as to how they are going to deal with the question that the temperatures went up first and then there was the increase in carbon that carbon dioxide because you can't say that a causes b,1_jamessavoulidis_1673472636_7187510157222464769,1
660, and the oscar goes to you also want to ,1_jamessavoulidis_1674041394_7189953020065516801,1
661, are scientists why do you have to bring up al gore well because i think more than any other person he has corrupted the public debate on global warming the things he used to say about what scientists believed,1_jamessavoulidis_1674188928_7190586646037843202,1
662, this once beautiful and majestic creatures are covered in crude all the press would be losing their shit,1_jasper_newton_daniel_1663902504_7146406779625147690,1
663, the fans bash,1_jaysoloftito_1633721180_7016779034646433029,1
664, climate is changing will the observer manifest this reality i think it will so whatever controls the mirror machine controls reality so what is the fall of man we were the car building our paradise the bar but some entity took over the bar and pretended to be the car the got so now we have become the bah the believers creating the world of the parasite and slowly we become one of them ,1_jaysoloftito_1661236670_7134957131098295558,1
665, australian beef and bestival queensland beef are here to stay as australia is the main source of protein a recent csr paper published in the journal animal found pasture fed beef returned one thousand five hundred and ninety seven times more human edible project than it consumed what a wonderful way to produce natural nutrition this affordable protein to feed our world the csr era though couldn't help themselves of course and went on to denigrate the cattle industry for it's methane production this fear mongering fails on the most basic of tests the biogenic carbon cycle methane in the atmosphere combined with oxygen to produce water and carbon dioxide that are then re at zero sobbed into pasture through photosynthesis encouraging plant growth for those who swallowed the united nations climate rubbish and and think that nature's trace atmospheric gas essential to all life on earth needs to be sequestered it is being sequestered there there's no environmental harm from cattle maintain production cattle can be grazed in a sustainable manner that not only protects but improves soil health the war on red meat doesn't have a leg to stand on i call on meat and livestock australia to dump it's red meat two thousand and thirty plan a plan designed to create a false scarcity of red meat double meat price and increase profits for a lucky few large beef producers red mate twenty thirty will end grazing in lower rainfall areas which will then be returned to nature in a process called rewilding this land is where affordable meat is grown meat will become an elitist food everyday australians will be forced to source protein from food like substances grown in labs or concocted on a process line from bugs nuts and chemicals lots of chemists goals pick up a pack of fake mate and check the ingredients meat and livestock australia must stop pandering to the climate change fraud and globalist elites we are one community we are one nation and climate change delusion is a danger to people's cost of living and to our very food supply and security ,1_jdfraley_1668978416_7168207658132983083,1
666, i was waiting until everyone started talking about how this is a climate disaster oh here we go nordstream ghastly could lead to climate disaster of corseted here's greta had the scene of the crime yeah where's all the greenies out there getting mad at the cia and the u s for blowing up the pipeline anywhere and causing a climate disaster although who knows if it actually does or not they probably shut it off pretty quick i would think although i don't know how those things work maybe it does just keep running for some reason but that's okay cause climate change isn't really real and carbon and all this sir theft doesn't really affect the the weather of the earth but they're they're pushed forward in europe in switzerland we've already talked about that they already have if you turn up your thermostat past nineteen degrees celsius which is like sixty something in fahrenheit i think and you get caught you go for to jail for three years in switzerland if you do that this winter they've even got signs up around town,1_jeffberwick2_1665055082_7151356966747540778,1
667, the millennials and people in gen z and all these folks that come after us are looking up and we're like the world is going to end in twelve years if we don't address climate change and your biggest issue is your your biggest issue is how are we going to pay for it the the,1_johnnymack1776_1635885106_7026073028450651398,1
669, mr kennedy is not a scientist i am he was the ceo of the weather channel now i was the founder of the weather channel co-founder and i'm glad you did because i am addicted to the weather channel i'll hold on a minute i'm not done and cnn has taken a very strong position on global warming burgers that it is a consensus whether it is no consensus in science science isn't a vote science is about facts and if you get down to the hard cold facts there's no question about it climate change is not happening there is no significant man made global warming now there hasn't been any in the past and there's no reason to expect anyone in the future there's a whole lot of baloney and yes it is it has become a big political point the democratic power rt in part of their platform and i regret it become political instead of scientific but the science is on my side i don't think we're going to come to the conclusion about the topic right here when i do wonder allow it to happen on cnn but i'm happy that i got on the air your for your viewers hello everybody no global warming what i do wonders when you see the government when you see nasa when you see other institutions say that ninety seven percent of climate scientists agree do you think they're making it up i don't understand is how the figure not me explain it to you or your government puts out about two and a half billion dollars in your breakfast climate research every year it only gives that money to scientists who will produce scientific results that support the global warming hypothesis of the democrat party of precision so they don't have any choice if you're going to get the money you've got gotta support their position therefore ninety seven percent of the scientific reports published support global warming why because those are the ones the government pays for and that's where the money is it's real simple but that doesn't mean it's right that doesn't make it true that only makes it bought and paid for the money goes encircled i'm not a scientist i'm not going to repeat that,1_junterbiden_1653572376_7102039265772768558,1
671, ten ape,1_kbehera7751866311_1571233277_6748395521548864769,1
672, but what other can limit on whichever method that can limit the naked vitamin a,1_kbehera7751866311_1571275183_6748575486798073089,1
674, say something funny i have to talk about so i made a video on youtube a while back i saw an article all the new causes of arm problems with this right you gotta go you gotta go watch it go check it out carry guns owls and i think it says new causes of you know blah blah blah so i made a video like two weeks ago not even saying that soon they're going to be blaming this on climate change re going to be putting on your death certificate that's when be the new cause of death and sure enough lo and behold here comes this article someone had posted that severe weather is causing now guys if you have a brain and you have the ability to think for yourself and still have the ability to use you know cognitive thinking does that even make sense does it mean i can see like heat stroke yes that could happen to keep people working outside but you don't notice that like all this crazy weather just happened overnight his own son started happening right in some of these storms just happened to take out certain things that are very important for us right just like this a shortage of baby formula right is a video of a truck driver who says claims that she's being threatened to remove this video she apparently halls baby food and baby formula and she was told to bring it to this particular place and they had she had so many thousands of tons of formula in the back of her truck that she was supposed to be dropping to this place and when she got to this place she saw them destroying destroying i'm talking massive amounts of and she said it's not the recalls it's not the recalls so what's going on i just talked to you guys yesterday about all the food processing plants just catching fire blowing up right just out no big deal right the mouse plague losing the corn the tornado that took out crops and only crops right weather modification weather control they have clouds hitting we have the ability to make it ring why haven't they done that we're in the middle of a drought no because according to a cnn worker who went undercover on project veritas climate change is going to be the new scare tactic to get you to conform to get you to comply don't be afraid of death don't,1_kerigoncalves_1661524530_7136193494267432238,1
675, guys have you seen the video of the little kids they gotta be like what six seven years old they're in the classroom it looks like with a gentleman and he's asking them if they know what's in you know those things they give and they knew strangely enough they knew that it was like a bunch of adults sitting there just it blew my mind and one of the kids is like yeah i have my own condition because of it like the kids know what's up you guys remember if you remember me from before when this all started i was on here and then i got booted off for talking too much about this stuff so i have to be careful what i say and tread lightly ok you remember that i knew someone that basically love blind overnight after they participated in their third grade and i was very angry and i also knew eleven other people at that time who were suffering issues or unfortunately perished okay i just found this art the golf courses from europe it's not from united states if you look up the united states there's like twenty cases you know the numbers are very very low just for the record this person was not reported as an injury okay even though his obvious enough didn't report i don't think any of these people i know except for one who passed away when he had a stroke and then he passed that was the only one that was reported as ok out of twelve people let that sink in this study is from europe and twenty thousand reports of arm i issues okay three hundred and three of them blindness which i have seen if you look up side effects if there are sixteen hundred of 'em was just impairment but anyway this was the europe drug monitor okay and it says they've never seen such a severe spike okay so there's that for the people that still think you know we're just not adults and we should just bow down and do what they say because we we could put trust in these people oh lordy guys i dunno i dunno i have a part two actually for the dcf the deal i just got up i got to upload it i was very tired yesterday and not feeling right saddening i was getting late double vision and thought i was gonna pass out in the store i've been getting a lot of fullness in my ears and i know a lot of other people that i follow a significant amount are having so strange happenings so let me know if you feel weird lately,1_kerigoncalves_1664288663_7148065319783828779,1
676, the the so that was peter columbus he's a nasa scientist and he's part of an activist group called scientist rebellion to him and three of his buddies have called themselves the jp morgan building reason being is because they're still the biggest investors in fossil fuels in a recent report from the united nations stated that if we don't get back to the paris climate accord and we will reduce c o two emissions within the next three years the whole planets have but instead of a couple of security guards trying to escort them off the building one hundred cops came with riot gear the game is literally four people jane goulding there's like ten cops ten cops ramming protester,1_kes.io_1649656379_7085220188672609582,1
677, i died doing some things activity,1_krashed.eco_1641218064_7048977907154226438,1
678, do you make of global warming i think it's a classic example of the need for crusades now people are many people are shocked by these emails that matter all shocked by them i read i read the original un study years ago and i was just curious as to how they were going to deal with the question that the temperatures went up first and then there was the increasing carbon doc carbon dioxide because you can't say that aig was at the,1_krissy0220_1609806644_6914066827341483270,1
682, the,1_leaveourcountryb_1671213685_7177808104371883269,1
685, if you also want those for the lowest mid-year about salsa the,1_letsgobrandontoken_1674090388_7190163437358550318,1
686, two dirty baby won't you need a bond beam maybe you could show the ladies who are busy,1_liberalteardrinker321_1596599118_6857340955230473478,1
688, issue the,1_lisarawlings6_1659073036_7125664385397247234,1
689, my name is bill and i fly private the environmentalists of hollywood and washington do it their position on climate change is the worst and pouring carbon into the air except for i want to go somewhere and then i take a private the,1_livethrive_1675016482_7194140960165547306,1
691, you ever find yourself using the term shadow group to describe your business associates you're probably not the good guys to be joining some of these shadow loops to work against some of the early efforts yes that's true did we aggressively fight against some of the science yes you know we were looking out for our investments we were looking out for our shareholders in this context the shadow group is when you or someone you know sets up a separate group that you then fund to promote fake or misleading scientific conclusions that support your preferred conclusion that the groups are basically how people cat fifty each other before,1_logicxshot_1628789407_6995597232728820997,1
692, the the the the the the,1_lynndog15_1659820175_7128873357906283818,1
693, check out this image behind me it was sent in by nasa in july twenty twenty one say july last year and it shows the view from space of a good chunk of england now check out this image of the same view from this july it really highlights the huge lack of rainfall that we've had this year isn't it,1_maccading_1660235829_7130658574891601158,1
694, the,1_madpuppy100_1673927691_7189464616085392686,1
695, things are gonna do the metal hammer,1_mafia_allu_1570818078_6746612235054976258,1
696, no no no no  ,1_marcyoung51_1662365628_7139805948910079274,1
697, what a love does this make my porn woman the differences in the hang of lance hub yeah is taught,1_mariaziffy_1620924379_6961817182061808902,1
700, illustrated to reject the world economic forum's great reset and instead mount a great resist these were not idle words video is circulating online of world economic forum crook and mastermind klaus schwab bragging about penetrating the cabinets of western democracies with these young global leaders some class rob disciples are in the senate and one is in the cabinet how this has not triggered a national security investigation is beyond one nation we certainly would be taking a much closer look given the coordination we are seeing and the policies being enacted by w e f disciples like jacinda then and justin trudeau one nation will resist the transfer of shelter everyday australians to predatory billionaires this was the inevitable and delivered outcome of profligate government covert spending that the liberals nationals labor and greens waves through this parliament one nation will resist exposing your children to adult sexual content in their libraries in school textbooks and now in kids' programmes on the bbc one nation will resume is the dehumanization of women through genderless language that erases the very concept of a mother and have a woman we will not allow the family to be undermined one nation will resist the reduction of sex to a soul destroying meaningless transaction the very thing eldest huxley warned us about in the brave new world one nation will resist the war and farming that seeks to destroy family farms rewards the bush and schiff food production to corporate owned near urban intensive factories producing chemically driven food like substances for everyday australians to eat while they are late gorge themselves on red meat and seafood something they did again last week at cop twenty seven in egypt indulging in luxury while spreading poverty disgusting we are one community we are one nation and parliaments belonged to no,1_mikekittok_1673439760_7187369019823951105,1
702, at the,1_mitsuyuuh_1650136336_7087281592518905093,1
703, the defending naga scientist i am he was the ceo of the weather channel now i was the founder of the weather channel after co-founder and i'm glad you did because i am addicted to the weather channel now hold on developmental or not done and cnn has taken a very strong position on global warming that is that it is a consensus whether there is no consensus in science science isn't a boat science is about facts and if you get down to the hard cold facts there's no question about it climate change is not happening there is no significant man made global warming now there hasn't been any in the past and there's no reason to expect any in the future there's a whole lot of baloney and yes it is it has become a big political point of the democratic party in part of their platform and i regretted become political instead of scientific but the science is on my side i don't think we're going to come to the conclusion about the topic right here when i do wonder allow it to happen on cnn but i'm happy that i got on the air your for your viewers hello everybody no global warming what i do wonders when you see the government when you say nasa when you see other institutions say that ninety seven percent of climate scientists agree do you think they're making it up i don't understand is how figure and let me explain it to you as the government puts out about two and a half billion dollars directly for climate research every year it only gives that money to scientists who will produce scientific results that support the global warming hypothesis of the democrat party or position so they don't have any choice if you're going to get the money you gotta support their position therefore ninety seven percent of the scientific reports published support global warming why because those are the ones the government pays for and that's where the money is it's real simple but that doesn't mean it's right that doesn't make it true ooh that only makes it button paid for the money goes encircled i'm not a scientist i'm not going to try my best south central iraq from this from this issue and let the two sides be on the air ,1_mobilebanditofficial_1628795586_6995623767640673542,1
704, halle berry the head a yankee,1_mohit__14_1572321323_6753068631460039937,1
705, and where do we,1_moleculardrugs_1605254261_6894513772388568326,1
706, the whole,1_mongoose_maniacs_1666798314_7158844110965574954,1
707, and if you get down to the hard cold facts there's no question about it climate change is not happening there is no significant man made global warming now there hasn't been any in the past and there's no reason to expect any in the future there's a whole lot of baloney and there yes it is has it has become a big political point that the democratic party and part of their platform and i regret has become political instead of scientific but the science is on my side i don't think we're going to come to inclusion about the topic right here what i do one allow it to happen on cnn but i'm happy that i got on the air your to your viewers hello everybody no global warming what i do wonder is when you see the government when you see nasa when you see other institutions say that ninety seven percent of climate scientists agree do you think they're making it up i what i don't understand is how you figure and let me explain it to you this the government puts out about two and a half billion dollars directly for climate research every year it only gives that money to scientists who will produce scientific results that support the global warming hypothesis of the democrat party position so they don't have any choice if you're going to get the money you gotta support their position therefore ninety seven percent of the scientific reports published support global warming why because those are the ones the government pays for and that's where the money is it's real simple but that doesn't mean it's right that doesn't make it true that only makes it bought and paid for the money goes in circles,1_monkeyboy20000_1671550354_7179254089627274502,1
708, link please listen to this if you've got a touring caravan or a static caravan in the picturesque area if you enjoy going for country walks or seeing the relatives that live out of town or if you just enjoy going for a drive in the country or seeing the cost if you enjoy any of these things however is living in a fifteen minute city going to benefit you see the problem is with this hype that you've been sold about the fifteen minute city's bingo for the planet is typical of councils they've paired architects and drawings to come up with these plans will have paid them thousands especially for oxford they even put out consultation and ninety eight percent of people rejected it but they went ahead anyway they're going to do it they're going to sell you the idea that you can live your entire life within fifteen minutes if your house to save the planet whilst you're doing that two billion chinese people will be getting on living their life just as they like because china is allow to use fossil fuels and in fact increase the use of fossil fuels indefinitely according to the paris accord because china gets foreign aid and is considered a growing economy indies in december two they have no intention of getting anywhere near zero until twenty seventy that's when they're going to have a girl but it's not a promise unlike britain who's tied ourselves into it you're going to be told that the fifteen minutes cities will have everything you need but the trouble is the planners are going to put the traffic system in before they've put the infrastructure so all these empty promises they've made about you'll be able to get to a supermarket adopters the hospital a gym how they're not changing the cities that just zoning out and putting cameras up intent on finding you for moving about in a manner they don't see fit so if you do any of the following that i've just listed please pay attention to what's going on in your town because it will be happening to you,1_mr.paulbooker_1675104797_7194520308605275398,1
709, we ask you what percentage of the atmosphere is c o two what percentage of the atmospheric c o two i don't have that calculation for you sir maybe you could tell us what your personal the gifts is on what percentage of c o two i i don't make those guesses sir you're the head of the e p a if you don't know you based you have all these laws baseball it oh you're going to get your staffer to tell you now but you already have the e p a and you did not know what the what percent and now you are basing through policies that impact dramatically on the american people and you didn't even know the bait what the content of c o two in the atmosphere was which is the justification for the very policies you're talking about no thank you i keep asking me how much c c o two is is in the atmosphere not a percentage but how much we have just reached,1_mr._kf_1674300677_7191066622172384518,1
711, the,1_mrbutchbouchard_1674006042_7189801179268828422,1
712, that aside the da what was i guess i stopped to just bought an oven,1_mr_abhishek.v_1571654993_6750206782863363330,1
715, it was a problem solve it out look while my dj lost it,1_newmemesorder_1669763784_7171580826239438085,1
717, it's very frustrating that one of the first acts as president was i think to disrespect ever cause crips his friend and ally canada also it's bad for the environment all right and this is what the visitor radical left doesn't really care about the environment this is really about the culture war to them and for them fossil fuels are just evil they wonder why they don't to tell you why you're stupid if you ask why but they just want to tell you there are people now the truth is when you build pipelines to transport oil and gas you're doing it much cleaner and safer way than say transporting by truck or by train you're also and you're also helping north american energy independence which is what our canadian friends are alluding to because if we're not producing and if we're not,1_notthebestbutt_1611361019_6920742813755903237,1
718, people are suffering people are dire is what motherfucker,1_nzbiceps_1672995878_7185462559011556614,1
719, yoga mostly celebrated maybe the episode is complicated have you taken one look in the lives he has one thousand or similar helical hour as equal as he could broker like the present akamai europe lymphedema from that forum which is presumed to discuss random bitterness as he tumbled decades to modulate his commercials conditions economists said as economic colony that bracket those animals but to store he can be as he could broker particular legacy to be immensely i can think to ponder this photos a number of,1_omahi.tiktok_1614128348_6932628407171812614,1
720, abstract the what you know about rolling down the field,1_originalcuddles_1625026673_6979436385878936837,1
